https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume ADA,Volume BUSD,tradecount
1681344000000,2023-04-13,ADABUSD,0.405,0.4288,0.3994,0.4253,68562508.9,28416578.50091,77569
1681257600000,2023-04-12,ADABUSD,0.4017,0.407,0.389,0.4049,47777132.0,19113230.13698,57347
1681171200000,2023-04-11,ADABUSD,0.3974,0.4131,0.3959,0.4016,54044603.5,21863310.50417,58445
1681084800000,2023-04-10,ADABUSD,0.3897,0.3978,0.3851,0.3973,34731607.8,13562516.6443,35444
1680998400000,2023-04-09,ADABUSD,0.3857,0.3932,0.3844,0.3897,23660270.9,9199879.50796,29229
1680912000000,2023-04-08,ADABUSD,0.3838,0.3905,0.3807,0.3857,21586137.3,8355665.12475,26558
1680825600000,2023-04-07,ADABUSD,0.3832,0.3852,0.3759,0.3837,17325053.4,6602046.75722,27497
1680739200000,2023-04-06,ADABUSD,0.3925,0.3925,0.3766,0.3832,35839032.7,13751663.86525,45857
1680652800000,2023-04-05,ADABUSD,0.3897,0.4003,0.387,0.3926,38078538.6,15025392.65314,47262
1680566400000,2023-04-04,ADABUSD,0.3873,0.4,0.3846,0.3897,44296221.4,17381426.17703,58091
1680480000000,2023-04-03,ADABUSD,0.3818,0.405,0.3711,0.3872,88639472.8,34575592.59677,109850
1680393600000,2023-04-02,ADABUSD,0.3923,0.393,0.376,0.3818,41010740.1,15728886.1276,47106
1680307200000,2023-04-01,ADABUSD,0.399,0.4031,0.3885,0.3923,51242222.7,20173558.18556,53893
1680220800000,2023-03-31,ADABUSD,0.3762,0.4093,0.3744,0.399,106850205.5,42242114.73191,107907
1680134400000,2023-03-30,ADABUSD,0.3814,0.3877,0.3698,0.3761,62893916.5,23740381.25091,63485
1680048000000,2023-03-29,ADABUSD,0.3682,0.3899,0.3669,0.3812,70356009.4,26911132.20454,69539
1679961600000,2023-03-28,ADABUSD,0.3457,0.3705,0.343,0.3682,59193042.6,21070962.44797,57538
1679875200000,2023-03-27,ADABUSD,0.3562,0.3575,0.337,0.3457,61282890.0,21297551.27905,56332
1679788800000,2023-03-26,ADABUSD,0.3517,0.3617,0.3492,0.3562,36436521.4,12985099.40223,32279
1679702400000,2023-03-25,ADABUSD,0.36,0.363,0.3491,0.3518,36406714.3,13008992.77135,35111
1679616000000,2023-03-24,ADABUSD,0.3724,0.3732,0.3557,0.36,57064024.9,20687050.8909,53476
1679529600000,2023-03-23,ADABUSD,0.3605,0.3856,0.3543,0.3722,71048090.5,26342048.3503,75120
1679443200000,2023-03-22,ADABUSD,0.3703,0.3875,0.3498,0.3605,130886805.8,48675466.68568,155848
1679356800000,2023-03-21,ADABUSD,0.3329,0.3874,0.3301,0.3702,97404696.5,34877248.41652,116664
1679270400000,2023-03-20,ADABUSD,0.3459,0.347,0.3314,0.333,53951119.9,18346776.91094,59153
1679184000000,2023-03-19,ADABUSD,0.3379,0.3533,0.3377,0.3458,38819466.2,13416072.26427,46749
1679097600000,2023-03-18,ADABUSD,0.3498,0.3575,0.3361,0.3379,45842998.1,15977858.93315,62889
1679011200000,2023-03-17,ADABUSD,0.3255,0.3506,0.322,0.3498,60639552.6,20436907.33367,69564
1678924800000,2023-03-16,ADABUSD,0.3252,0.3299,0.3183,0.3254,47555465.9,15457352.00973,55503
1678838400000,2023-03-15,ADABUSD,0.3442,0.3479,0.3166,0.3253,65785383.9,21963976.83219,79041
1678752000000,2023-03-14,ADABUSD,0.3445,0.3689,0.3377,0.3442,69442307.2,24451084.28479,83959
1678665600000,2023-03-13,ADABUSD,0.3312,0.3526,0.3284,0.3444,78668673.9,26839069.39032,86436
1678579200000,2023-03-12,ADABUSD,0.3072,0.333,0.3034,0.3311,51455690.7,16126908.87272,56689
1678492800000,2023-03-11,ADABUSD,0.3158,0.3258,0.3033,0.3072,67795039.3,21175748.05239,65674
1678406400000,2023-03-10,ADABUSD,0.3102,0.3188,0.2976,0.3159,104111360.0,32090783.29341,76940
1678320000000,2023-03-09,ADABUSD,0.3175,0.3221,0.3012,0.3102,86545238.0,27006683.07871,60588
1678233600000,2023-03-08,ADABUSD,0.3306,0.3327,0.3132,0.3175,47102215.8,15198831.25344,43073
1678147200000,2023-03-07,ADABUSD,0.3306,0.3348,0.3209,0.3305,42837002.1,14070145.49359,35762
1678060800000,2023-03-06,ADABUSD,0.337,0.3386,0.3292,0.3305,34216502.6,11400015.91781,33428
1677974400000,2023-03-05,ADABUSD,0.3366,0.343,0.3346,0.337,26990635.9,9131680.22231,27338
1677888000000,2023-03-04,ADABUSD,0.3431,0.3447,0.3305,0.3367,25318836.3,8565910.50625,23908
1677801600000,2023-03-03,ADABUSD,0.3506,0.3509,0.3214,0.343,72170485.7,24200138.69786,67806
1677715200000,2023-03-02,ADABUSD,0.3602,0.3615,0.3446,0.3505,33001541.9,11593517.55381,37041
1677628800000,2023-03-01,ADABUSD,0.3519,0.3642,0.3494,0.3602,28167741.3,10121346.34,34306
1677542400000,2023-02-28,ADABUSD,0.3647,0.3679,0.3486,0.3518,34251420.9,12294250.98438,38091
1677456000000,2023-02-27,ADABUSD,0.3691,0.3702,0.3577,0.3646,31296918.3,11391899.4436,37035
1677369600000,2023-02-26,ADABUSD,0.362,0.3705,0.3578,0.3691,29078016.7,10582614.22943,33204
1677283200000,2023-02-25,ADABUSD,0.3659,0.3676,0.3512,0.362,38805632.0,14000386.35747,45055
1677196800000,2023-02-24,ADABUSD,0.3825,0.3854,0.3581,0.3659,56064813.9,20903277.66504,69246
1677110400000,2023-02-23,ADABUSD,0.3889,0.3949,0.3796,0.3824,43069121.7,16692222.63769,52749
1677024000000,2023-02-22,ADABUSD,0.3926,0.393,0.377,0.3889,56347063.9,21622585.87555,65391
1676937600000,2023-02-21,ADABUSD,0.4039,0.4058,0.3856,0.3926,50617843.7,20043409.85175,59051
1676851200000,2023-02-20,ADABUSD,0.3996,0.4095,0.3894,0.4038,50204838.7,20281109.79946,59010
1676764800000,2023-02-19,ADABUSD,0.4062,0.4123,0.397,0.3995,48053149.8,19451664.042,57174
1676678400000,2023-02-18,ADABUSD,0.4034,0.4184,0.3978,0.406,44740412.7,18165121.48384,53020
1676592000000,2023-02-17,ADABUSD,0.3875,0.4099,0.3856,0.4035,61928056.5,24732833.82176,69751
1676505600000,2023-02-16,ADABUSD,0.4192,0.4213,0.3864,0.3874,80191330.3,32486826.00252,91305
1676419200000,2023-02-15,ADABUSD,0.387,0.4199,0.3821,0.4191,71720812.7,28294694.94601,71617
1676332800000,2023-02-14,ADABUSD,0.3597,0.3931,0.355,0.3869,77484065.9,29037367.29933,76216
1676246400000,2023-02-13,ADABUSD,0.3642,0.3658,0.3455,0.3596,70842619.1,25163826.44138,86137
1676160000000,2023-02-12,ADABUSD,0.3686,0.3738,0.3597,0.3642,41360828.3,15220306.30309,45304
1676073600000,2023-02-11,ADABUSD,0.3581,0.3703,0.3568,0.3686,38339186.9,13866822.61905,43328
1675987200000,2023-02-10,ADABUSD,0.3623,0.3657,0.3537,0.358,60377133.4,21781149.53958,75601
1675900800000,2023-02-09,ADABUSD,0.3943,0.3956,0.3545,0.3622,90087296.1,34100564.67458,110452
1675814400000,2023-02-08,ADABUSD,0.3989,0.4036,0.3854,0.3942,61567620.4,24380005.35589,69092
1675728000000,2023-02-07,ADABUSD,0.3823,0.3998,0.3813,0.3988,74178570.8,28879561.81045,76676
1675641600000,2023-02-06,ADABUSD,0.3925,0.4034,0.3795,0.3823,67902730.1,26587737.50844,76849
1675555200000,2023-02-05,ADABUSD,0.3993,0.402,0.3822,0.3924,63107550.6,24769387.38387,74626
1675468800000,2023-02-04,ADABUSD,0.4038,0.4055,0.3974,0.3994,48527301.3,19508261.3082,51931
1675382400000,2023-02-03,ADABUSD,0.3982,0.407,0.3944,0.4037,72200578.1,28978211.27226,87919
1675296000000,2023-02-02,ADABUSD,0.397,0.4136,0.3922,0.398,108961684.1,44010208.41242,128272
1675209600000,2023-02-01,ADABUSD,0.3903,0.4018,0.3711,0.3968,99591159.6,38357959.78105,124738
1675123200000,2023-01-31,ADABUSD,0.3726,0.3998,0.3684,0.3902,98108220.1,37675120.64886,101002
1675036800000,2023-01-30,ADABUSD,0.3976,0.3982,0.3654,0.3725,77729243.1,29597851.71751,87169
1674950400000,2023-01-29,ADABUSD,0.382,0.3991,0.377,0.3976,60890576.8,23748235.5446,74424
1674864000000,2023-01-28,ADABUSD,0.3898,0.3979,0.3781,0.382,55833814.7,21642474.57758,71941
1674777600000,2023-01-27,ADABUSD,0.3797,0.3912,0.368,0.3899,61713781.4,23426590.36236,71502
1674691200000,2023-01-26,ADABUSD,0.3734,0.3892,0.3711,0.3797,75493529.4,28632550.26099,90831
1674604800000,2023-01-25,ADABUSD,0.3587,0.3797,0.347,0.3732,74226465.6,26648766.87308,86210
1674518400000,2023-01-24,ADABUSD,0.3751,0.383,0.3548,0.3588,73367029.7,27377518.85306,80214
1674432000000,2023-01-23,ADABUSD,0.3765,0.3837,0.3688,0.375,87323445.8,32779830.6579,110620
1674345600000,2023-01-22,ADABUSD,0.3688,0.3871,0.363,0.3765,92071608.1,34764697.13045,118100
1674259200000,2023-01-21,ADABUSD,0.3652,0.3811,0.357,0.3687,96498047.5,35554520.6294,118062
1674172800000,2023-01-20,ADABUSD,0.338,0.3657,0.3337,0.365,57441733.0,20059813.55134,76713
1674086400000,2023-01-19,ADABUSD,0.3264,0.343,0.3257,0.338,41793386.9,13956914.78656,53292
1674000000000,2023-01-18,ADABUSD,0.3456,0.3555,0.3238,0.3268,82955207.1,28109395.36791,106748
1673913600000,2023-01-17,ADABUSD,0.3505,0.3575,0.3431,0.3455,48762297.8,17106389.51039,59440
1673827200000,2023-01-16,ADABUSD,0.3508,0.364,0.3379,0.3503,70439505.1,24754310.78593,90644
1673740800000,2023-01-15,ADABUSD,0.3525,0.354,0.3387,0.3508,63198473.7,21924882.15383,75999
1673654400000,2023-01-14,ADABUSD,0.3456,0.3698,0.3321,0.3525,127299973.6,45031329.33475,161173
1673568000000,2023-01-13,ADABUSD,0.3294,0.3508,0.3238,0.3455,58796872.8,19670409.60309,75615
1673481600000,2023-01-12,ADABUSD,0.3231,0.335,0.3153,0.3293,80628680.2,26298944.2029,98783
1673395200000,2023-01-11,ADABUSD,0.3223,0.3234,0.3075,0.323,53125393.3,16730967.94278,56167
1673308800000,2023-01-10,ADABUSD,0.3168,0.3253,0.3066,0.3224,61143568.8,19405833.46209,62798
1673222400000,2023-01-09,ADABUSD,0.2974,0.3471,0.2954,0.3168,170527778.6,54911498.49353,158571
1673136000000,2023-01-08,ADABUSD,0.2768,0.299,0.2743,0.2974,88467712.0,25342260.20102,66656
1673049600000,2023-01-07,ADABUSD,0.2785,0.2805,0.2722,0.2768,30755618.6,8481430.44049,24167
1672963200000,2023-01-06,ADABUSD,0.2692,0.2797,0.2671,0.2784,72163064.0,19683746.44833,53800
1672876800000,2023-01-05,ADABUSD,0.2677,0.2713,0.2632,0.2691,31613137.1,8437649.73479,28668
1672790400000,2023-01-04,ADABUSD,0.2528,0.2705,0.2518,0.2677,62189031.6,16448144.59019,48980
1672704000000,2023-01-03,ADABUSD,0.2537,0.2553,0.2501,0.2527,28153106.8,7118859.56158,21404
1672617600000,2023-01-02,ADABUSD,0.2499,0.2565,0.2466,0.2536,32554648.6,8239483.44004,25290
1672531200000,2023-01-01,ADABUSD,0.2456,0.2499,0.2434,0.2499,22092975.7,5443388.06907,15490
1672444800000,2022-12-31,ADABUSD,0.2456,0.2521,0.244,0.2456,25970119.6,6419418.12865,19082
1672358400000,2022-12-30,ADABUSD,0.2439,0.2462,0.2392,0.2455,29402780.3,7143704.14531,23773
1672272000000,2022-12-29,ADABUSD,0.2482,0.2483,0.2396,0.2438,47456160.9,11591321.42692,33661
1672185600000,2022-12-28,ADABUSD,0.2603,0.2609,0.2467,0.2481,50099147.0,12627658.26137,33979
1672099200000,2022-12-27,ADABUSD,0.2654,0.2665,0.2563,0.2603,32901353.5,8596237.47807,23564
1672012800000,2022-12-26,ADABUSD,0.259,0.2657,0.2576,0.2652,34047439.7,8899068.93423,22466
1671926400000,2022-12-25,ADABUSD,0.2592,0.2599,0.2546,0.259,22748032.8,5859091.14794,16888
1671840000000,2022-12-24,ADABUSD,0.2594,0.2604,0.2566,0.2591,17360366.5,4489483.8872,13719
1671753600000,2022-12-23,ADABUSD,0.2566,0.264,0.2554,0.2594,47164830.4,12221052.85147,32792
1671667200000,2022-12-22,ADABUSD,0.2534,0.2569,0.2466,0.2567,43998598.4,11104878.0281,29063
1671580800000,2022-12-21,ADABUSD,0.2588,0.2593,0.2479,0.2534,52774599.6,13332059.3983,37960
1671494400000,2022-12-20,ADABUSD,0.2529,0.262,0.2512,0.2587,38256622.9,9838773.35726,29404
1671408000000,2022-12-19,ADABUSD,0.266,0.2694,0.2489,0.2529,51772392.3,13440980.55473,39825
1671321600000,2022-12-18,ADABUSD,0.2672,0.2712,0.2628,0.2661,38563519.9,10295009.05349,29773
1671235200000,2022-12-17,ADABUSD,0.2633,0.273,0.2587,0.2672,78788427.3,20769135.83112,68202
1671148800000,2022-12-16,ADABUSD,0.3004,0.3014,0.2548,0.2632,103370324.9,28848534.468847,96362
1671062400000,2022-12-15,ADABUSD,0.3081,0.3085,0.2963,0.3004,55185706.9,16641487.95959,44107
1670976000000,2022-12-14,ADABUSD,0.3145,0.3159,0.3054,0.308,70810101.5,21950486.5583,60483
1670889600000,2022-12-13,ADABUSD,0.307,0.3186,0.2995,0.3145,51403448.6,15877849.46304,45358
1670803200000,2022-12-12,ADABUSD,0.3073,0.3079,0.3006,0.307,31990114.1,9750434.7112,28381
1670716800000,2022-12-11,ADABUSD,0.3125,0.3149,0.3053,0.3074,23275052.8,7239045.13538,20531
1670630400000,2022-12-10,ADABUSD,0.3118,0.315,0.3106,0.3125,15823151.1,4944296.09315,15000
1670544000000,2022-12-09,ADABUSD,0.3145,0.3166,0.3088,0.3119,28248004.7,8844054.9016,22985
1670457600000,2022-12-08,ADABUSD,0.3102,0.3158,0.3073,0.3146,30706839.7,9559453.29752,25298
1670371200000,2022-12-07,ADABUSD,0.3183,0.3198,0.3069,0.3102,36371350.8,11314642.14158,31285
1670284800000,2022-12-06,ADABUSD,0.3194,0.3211,0.3138,0.3183,23200942.8,7355868.92679,22098
1670198400000,2022-12-05,ADABUSD,0.3223,0.329,0.3164,0.3194,34427961.4,11119985.64644,34968
1670112000000,2022-12-04,ADABUSD,0.3196,0.3241,0.3182,0.3222,31781497.2,10213334.18422,26879
1670025600000,2022-12-03,ADABUSD,0.3192,0.3263,0.3165,0.3196,42140471.1,13535688.63705,36632
1669939200000,2022-12-02,ADABUSD,0.3145,0.32,0.3107,0.3191,35042945.9,11062218.32236,32676
1669852800000,2022-12-01,ADABUSD,0.3188,0.32,0.3125,0.3145,35096177.8,11091041.20948,40673
1669766400000,2022-11-30,ADABUSD,0.3091,0.3209,0.3084,0.3189,43671943.7,13750630.21641,44886
1669680000000,2022-11-29,ADABUSD,0.3064,0.3126,0.304,0.3092,28168492.8,8705088.05263,30579
1669593600000,2022-11-28,ADABUSD,0.3126,0.3137,0.3,0.3064,48309801.7,14757715.58457,49858
1669507200000,2022-11-27,ADABUSD,0.3135,0.3194,0.3114,0.3125,28232437.7,8926917.32796,30825
1669420800000,2022-11-26,ADABUSD,0.3145,0.3225,0.3109,0.3135,33954325.2,10781724.97304,35913
1669334400000,2022-11-25,ADABUSD,0.316,0.3171,0.3072,0.3145,34088801.9,10646484.449,36471
1669248000000,2022-11-24,ADABUSD,0.3182,0.321,0.3114,0.316,37713846.9,11912832.94922,36751
1669161600000,2022-11-23,ADABUSD,0.3122,0.3199,0.309,0.3181,53781722.3,16943689.92358,54990
1669075200000,2022-11-22,ADABUSD,0.3044,0.3164,0.2979,0.3121,56291903.9,17286678.12642,62334
1668988800000,2022-11-21,ADABUSD,0.3117,0.3128,0.295,0.3043,78634155.7,23946469.89214,92180
1668902400000,2022-11-20,ADABUSD,0.3276,0.3307,0.3094,0.3117,47444550.8,15153419.23055,53796
1668816000000,2022-11-19,ADABUSD,0.3256,0.3318,0.321,0.3276,24075888.3,7838117.63136,29130
1668729600000,2022-11-18,ADABUSD,0.325,0.3324,0.3205,0.3256,43196579.5,14131793.47705,45509
1668643200000,2022-11-17,ADABUSD,0.3317,0.3341,0.3183,0.3249,44477796.2,14458669.38544,48604
1668556800000,2022-11-16,ADABUSD,0.3369,0.3439,0.323,0.3317,47776743.1,15905634.29061,58789
1668470400000,2022-11-15,ADABUSD,0.3318,0.3476,0.3287,0.3367,53673719.2,18113528.99205,65230
1668384000000,2022-11-14,ADABUSD,0.3293,0.3419,0.3138,0.3317,91995422.4,30123584.89477,119871
1668297600000,2022-11-13,ADABUSD,0.3391,0.3446,0.3248,0.3293,55939555.4,18667901.73783,75667
1668211200000,2022-11-12,ADABUSD,0.355,0.356,0.3354,0.3391,58773724.8,20163533.08833,73990
1668124800000,2022-11-11,ADABUSD,0.3676,0.3733,0.3415,0.3549,88678964.7,31527543.05205,119347
1668038400000,2022-11-10,ADABUSD,0.3169,0.3772,0.3113,0.3676,194479678.5,68358817.77979,245435
1667952000000,2022-11-09,ADABUSD,0.3721,0.3763,0.31,0.317,181127407.2,62841952.81785,252282
1667865600000,2022-11-08,ADABUSD,0.4041,0.4155,0.3467,0.3722,191862049.1,73237120.01077,252940
1667779200000,2022-11-07,ADABUSD,0.4021,0.4161,0.3976,0.4041,61456067.2,25011993.25604,78173
1667692800000,2022-11-06,ADABUSD,0.4264,0.431,0.4015,0.4022,47404539.7,19873984.40604,68781
1667606400000,2022-11-05,ADABUSD,0.4217,0.4376,0.4202,0.4264,63668133.6,27257434.23359,94912
1667520000000,2022-11-04,ADABUSD,0.3895,0.4263,0.3881,0.4214,86227858.9,35503251.89013,110789
1667433600000,2022-11-03,ADABUSD,0.3857,0.3992,0.3843,0.3895,42603608.1,16759268.20709,56735
1667347200000,2022-11-02,ADABUSD,0.4011,0.4093,0.3803,0.3859,78124849.4,30862084.00273,102033
1667260800000,2022-11-01,ADABUSD,0.4055,0.4152,0.3985,0.4011,41374857.9,16823317.09791,57780
1667174400000,2022-10-31,ADABUSD,0.4058,0.4182,0.3977,0.4055,62324867.3,25329477.66417,76825
1667088000000,2022-10-30,ADABUSD,0.4202,0.4217,0.3981,0.4059,49303060.9,20276695.74929,75067
1667001600000,2022-10-29,ADABUSD,0.4045,0.44,0.4012,0.42,81956388.9,34291185.78204,118130
1666915200000,2022-10-28,ADABUSD,0.3884,0.4115,0.3778,0.4045,74027945.2,29043220.03979,87607
1666828800000,2022-10-27,ADABUSD,0.4031,0.4195,0.3859,0.3883,77051627.7,31074417.24619,107504
1666742400000,2022-10-26,ADABUSD,0.4001,0.4122,0.3947,0.4031,90458252.9,36512183.422,97744
1666656000000,2022-10-25,ADABUSD,0.3574,0.417,0.357,0.4001,134684596.1,53092251.87325,148881
1666569600000,2022-10-24,ADABUSD,0.3621,0.3651,0.3534,0.3573,35638175.6,12818195.18739,41621
1666483200000,2022-10-23,ADABUSD,0.3513,0.3638,0.346,0.3621,41493373.3,14685569.24147,41311
1666396800000,2022-10-22,ADABUSD,0.3493,0.3544,0.3429,0.3513,35212909.8,12308731.24971,33927
1666310400000,2022-10-21,ADABUSD,0.3401,0.3498,0.33,0.3492,52220119.2,17755811.23822,54959
1666224000000,2022-10-20,ADABUSD,0.3497,0.3557,0.3364,0.3401,49176316.2,17081590.84376,48323
1666137600000,2022-10-19,ADABUSD,0.3624,0.3624,0.3469,0.3497,43804393.8,15556811.17259,43772
1666051200000,2022-10-18,ADABUSD,0.3725,0.3743,0.3572,0.3623,34888356.3,12771772.92743,43581
1665964800000,2022-10-17,ADABUSD,0.3704,0.3758,0.366,0.3725,33438370.6,12387614.80771,34634
1665878400000,2022-10-16,ADABUSD,0.3642,0.375,0.3638,0.3704,29376862.6,10802325.87304,30106
1665792000000,2022-10-15,ADABUSD,0.3667,0.37,0.3613,0.3641,28152291.3,10306346.46047,31476
1665705600000,2022-10-14,ADABUSD,0.3768,0.3888,0.3607,0.3668,60471948.5,22926103.0484,55551
1665619200000,2022-10-13,ADABUSD,0.3813,0.3825,0.3489,0.3769,115177915.2,42302018.2062,118330
1665532800000,2022-10-12,ADABUSD,0.3907,0.3955,0.3761,0.3814,38171776.4,14815932.53285,43138
1665446400000,2022-10-11,ADABUSD,0.4011,0.4015,0.3835,0.3908,54811248.8,21645498.92415,66007
1665360000000,2022-10-10,ADABUSD,0.423,0.4268,0.398,0.4011,45955257.8,19046421.11047,51808
1665273600000,2022-10-09,ADABUSD,0.422,0.4242,0.4191,0.4229,16449109.5,6945963.59919,18752
1665187200000,2022-10-08,ADABUSD,0.4241,0.4271,0.4188,0.422,18157313.3,7699326.57692,20753
1665100800000,2022-10-07,ADABUSD,0.4287,0.4304,0.4216,0.4241,30597074.2,13012670.67525,32734
1665014400000,2022-10-06,ADABUSD,0.431,0.4379,0.4255,0.4288,38352412.7,16548662.39344,39055
1664928000000,2022-10-05,ADABUSD,0.4357,0.4367,0.4236,0.4309,39852956.8,17142384.14941,40313
1664841600000,2022-10-04,ADABUSD,0.4277,0.4378,0.4255,0.4357,47412174.6,20514949.81158,43985
1664755200000,2022-10-03,ADABUSD,0.4195,0.4288,0.4159,0.4276,34602452.0,14669674.98128,40105
1664668800000,2022-10-02,ADABUSD,0.4301,0.4327,0.4177,0.4195,37887161.1,16108754.5375,40596
1664582400000,2022-10-01,ADABUSD,0.4347,0.4365,0.4277,0.4301,24388901.2,10532120.83567,28634
1664496000000,2022-09-30,ADABUSD,0.4382,0.4414,0.4294,0.4346,44388871.2,19299209.23478,57305
1664409600000,2022-09-29,ADABUSD,0.4362,0.4392,0.4278,0.4382,41109753.6,17840275.32307,57698
1664323200000,2022-09-28,ADABUSD,0.4412,0.4431,0.425,0.4362,50465147.7,21863325.23659,69259
1664236800000,2022-09-27,ADABUSD,0.4473,0.4632,0.4372,0.4412,61220768.3,27648659.63232,79801
1664150400000,2022-09-26,ADABUSD,0.4464,0.4508,0.4365,0.4473,52601371.9,23373758.33764,79463
1664064000000,2022-09-25,ADABUSD,0.4511,0.4627,0.4386,0.4464,46994263.3,21231332.03603,65833
1663977600000,2022-09-24,ADABUSD,0.4618,0.469,0.4503,0.4511,53357810.3,24601860.35677,73279
1663891200000,2022-09-23,ADABUSD,0.4583,0.4829,0.446,0.4618,100153199.9,46123100.17951,133441
1663804800000,2022-09-22,ADABUSD,0.4388,0.4667,0.4344,0.4583,75244133.0,34046295.34834,96155
1663718400000,2022-09-21,ADABUSD,0.4423,0.4645,0.43,0.4388,138770863.1,62232221.67569,154556
1663632000000,2022-09-20,ADABUSD,0.4527,0.4545,0.4375,0.4422,48106638.3,21388992.23136,66179
1663545600000,2022-09-19,ADABUSD,0.4476,0.4571,0.433,0.4527,89943604.2,39792595.10972,98829
1663459200000,2022-09-18,ADABUSD,0.486,0.4904,0.4398,0.4476,61054749.7,28516477.4614,82730
1663372800000,2022-09-17,ADABUSD,0.4746,0.4883,0.4722,0.486,54483814.2,26129557.39776,58813
1663286400000,2022-09-16,ADABUSD,0.4661,0.4747,0.4541,0.4746,52893259.8,24488617.10182,71615
1663200000000,2022-09-15,ADABUSD,0.4808,0.482,0.4619,0.4661,65358625.6,30829709.99477,95152
1663113600000,2022-09-14,ADABUSD,0.4636,0.4872,0.4619,0.4809,78749173.7,37517065.43956,95699
1663027200000,2022-09-13,ADABUSD,0.5014,0.5091,0.4613,0.4635,118828129.7,57193663.75559,141705
1662940800000,2022-09-12,ADABUSD,0.5099,0.5197,0.4936,0.5013,73046549.2,37130305.27853,109029
1662854400000,2022-09-11,ADABUSD,0.5123,0.52,0.4999,0.5099,71321150.8,36504119.68371,90608
1662768000000,2022-09-10,ADABUSD,0.5023,0.5244,0.4949,0.5123,104433440.5,53644568.14546,133231
1662681600000,2022-09-09,ADABUSD,0.4791,0.5055,0.4784,0.5024,76868810.3,37933309.06777,106153
1662595200000,2022-09-08,ADABUSD,0.4788,0.4833,0.4628,0.4791,57049990.0,26967691.7644,76376
1662508800000,2022-09-07,ADABUSD,0.4626,0.4822,0.4538,0.4787,52814487.3,24628695.71865,77897
1662422400000,2022-09-06,ADABUSD,0.4986,0.5121,0.4596,0.4626,96400053.7,47145833.65331,130368
1662336000000,2022-09-05,ADABUSD,0.5035,0.5075,0.4826,0.4984,64930890.3,31939305.93769,75365
1662249600000,2022-09-04,ADABUSD,0.4803,0.51,0.4759,0.5035,84085769.2,41754365.30069,100607
1662163200000,2022-09-03,ADABUSD,0.4545,0.4859,0.4536,0.4802,76218757.3,36174606.31288,91113
1662076800000,2022-09-02,ADABUSD,0.4575,0.4666,0.4488,0.4544,46961446.2,21498246.96992,57447
1661990400000,2022-09-01,ADABUSD,0.4461,0.4624,0.4408,0.4573,51449151.4,23141894.0444,70261
1661904000000,2022-08-31,ADABUSD,0.4532,0.463,0.4446,0.4461,51485816.6,23484320.06067,62224
1661817600000,2022-08-30,ADABUSD,0.4504,0.4629,0.4386,0.4532,64480663.4,29058578.35505,73745
1661731200000,2022-08-29,ADABUSD,0.4293,0.453,0.4237,0.4505,51413843.9,22472140.35767,58982
1661644800000,2022-08-28,ADABUSD,0.4499,0.4544,0.4275,0.4292,50828485.4,22512101.70393,60566
1661558400000,2022-08-27,ADABUSD,0.4316,0.4514,0.4259,0.4498,72200823.2,31802321.11578,78305
1661472000000,2022-08-26,ADABUSD,0.4645,0.4821,0.4257,0.4316,127561550.0,58865655.86768,140848
1661385600000,2022-08-25,ADABUSD,0.4579,0.474,0.4573,0.4645,39997027.2,18591129.1671,48144
1661299200000,2022-08-24,ADABUSD,0.4659,0.4689,0.4536,0.4578,36268713.5,16701578.61675,50009
1661212800000,2022-08-23,ADABUSD,0.4614,0.4699,0.4457,0.4658,43503697.4,19944212.61805,57166
1661126400000,2022-08-22,ADABUSD,0.4627,0.4631,0.4374,0.4614,60735782.7,27390832.34355,76976
1661040000000,2022-08-21,ADABUSD,0.4508,0.4727,0.4467,0.4627,60156811.9,27689194.11543,76209
1660953600000,2022-08-20,ADABUSD,0.4499,0.4631,0.4347,0.4508,80475663.5,36414988.14232,95680
1660867200000,2022-08-19,ADABUSD,0.5119,0.512,0.4451,0.45,118172490.5,55854920.34725,143400
1660780800000,2022-08-18,ADABUSD,0.5385,0.5444,0.5072,0.512,48522148.6,25787120.1587,72494
1660694400000,2022-08-17,ADABUSD,0.5571,0.5823,0.5305,0.5385,82413067.5,45592870.36935,109284
1660608000000,2022-08-16,ADABUSD,0.5499,0.5703,0.5476,0.5572,53849559.6,30137782.65469,77782
1660521600000,2022-08-15,ADABUSD,0.5699,0.5823,0.5428,0.55,66064360.4,36984987.09404,87373
1660435200000,2022-08-14,ADABUSD,0.5595,0.5948,0.5559,0.5697,89050026.9,51640401.84223,109749
1660348800000,2022-08-13,ADABUSD,0.5406,0.568,0.538,0.5594,74799476.1,41679873.63632,90322
1660262400000,2022-08-12,ADABUSD,0.5305,0.5422,0.5207,0.5404,45808218.8,24355365.58844,57603
1660176000000,2022-08-11,ADABUSD,0.5376,0.5483,0.529,0.5305,66097585.9,35680851.76816,83018
1660089600000,2022-08-10,ADABUSD,0.513,0.539,0.5021,0.5376,63605758.0,33383093.02384,82342
1660003200000,2022-08-09,ADABUSD,0.5372,0.5374,0.5055,0.5131,48326426.7,25181665.43297,64690
1659916800000,2022-08-08,ADABUSD,0.5276,0.5497,0.5231,0.5373,57597231.9,31020926.55575,78212
1659830400000,2022-08-07,ADABUSD,0.5114,0.5383,0.5066,0.5273,36850003.1,19249169.85044,50218
1659744000000,2022-08-06,ADABUSD,0.5174,0.5235,0.5101,0.5113,27179569.9,14053402.70522,41401
