https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume ACM,Volume BUSD,tradecount
1666656000000,2022-10-25,ACMBUSD,3.079,3.202,3.05,3.172,81805.8,255993.7293,2194
1666569600000,2022-10-24,ACMBUSD,3.051,3.185,2.971,3.062,47223.5,145966.0034,1149
1666483200000,2022-10-23,ACMBUSD,3.021,3.08,2.968,3.042,42352.4,128247.6694,858
1666396800000,2022-10-22,ACMBUSD,3.049,3.127,2.971,3.02,30579.5,93045.4878,858
1666310400000,2022-10-21,ACMBUSD,2.961,3.073,2.814,3.049,50104.2,147850.0753,1642
1666224000000,2022-10-20,ACMBUSD,3.022,3.051,2.937,2.957,29450.0,88617.7766,771
1666137600000,2022-10-19,ACMBUSD,3.166,3.177,2.997,3.019,17564.6,53612.5289,591
1666051200000,2022-10-18,ACMBUSD,3.181,3.258,3.104,3.158,21883.3,69701.9884,658
1665964800000,2022-10-17,ACMBUSD,3.179,3.233,3.104,3.168,28284.1,89528.438,759
1665878400000,2022-10-16,ACMBUSD,3.063,3.198,3.056,3.18,19517.1,61288.9926,556
1665792000000,2022-10-15,ACMBUSD,3.077,3.09,3.002,3.067,13190.0,40165.4563,350
1665705600000,2022-10-14,ACMBUSD,3.099,3.24,3.023,3.064,38405.7,121773.8888,1364
1665619200000,2022-10-13,ACMBUSD,3.135,3.181,2.843,3.098,61342.7,183684.4487,1644
1665532800000,2022-10-12,ACMBUSD,3.254,3.273,3.12,3.136,19751.1,63113.0361,632
1665446400000,2022-10-11,ACMBUSD,3.323,3.341,3.126,3.253,55627.7,179907.3568,1630
1665360000000,2022-10-10,ACMBUSD,3.707,3.727,3.308,3.316,75492.9,264368.4907,2119
1665273600000,2022-10-09,ACMBUSD,3.715,3.771,3.675,3.708,17050.2,63587.6921,594
1665187200000,2022-10-08,ACMBUSD,3.721,3.768,3.675,3.709,17155.1,63706.7012,581
1665100800000,2022-10-07,ACMBUSD,3.749,3.852,3.677,3.726,45858.6,172153.5168,1350
1665014400000,2022-10-06,ACMBUSD,3.705,3.948,3.672,3.754,116296.9,445326.6216,3299
1664928000000,2022-10-05,ACMBUSD,3.771,3.799,3.657,3.69,32212.1,119828.907,1035
1664841600000,2022-10-04,ACMBUSD,3.761,3.86,3.718,3.771,38339.6,144621.8233,1196
1664755200000,2022-10-03,ACMBUSD,3.641,3.831,3.61,3.761,21097.7,78215.3277,895
1664668800000,2022-10-02,ACMBUSD,3.87,3.904,3.621,3.637,32857.0,123343.4529,1078
1664582400000,2022-10-01,ACMBUSD,3.884,3.968,3.839,3.869,15325.0,59689.4728,475
1664496000000,2022-09-30,ACMBUSD,3.909,3.982,3.851,3.882,35145.3,137594.5629,992
1664409600000,2022-09-29,ACMBUSD,3.877,3.975,3.812,3.889,45490.8,177035.9274,1496
1664323200000,2022-09-28,ACMBUSD,3.929,3.982,3.72,3.864,88540.4,341660.8519,3082
1664236800000,2022-09-27,ACMBUSD,3.898,3.985,3.81,3.925,53311.3,208067.0657,1720
1664150400000,2022-09-26,ACMBUSD,3.99,4.068,3.732,3.914,117299.9,457033.3748,3339
1664064000000,2022-09-25,ACMBUSD,3.924,4.197,3.913,4.001,162671.6,657388.796,4912
1663977600000,2022-09-24,ACMBUSD,4.232,4.232,3.899,3.909,166599.0,674212.0075,3700
1663891200000,2022-09-23,ACMBUSD,3.82,4.676,3.82,4.232,952067.7,4006392.3737,20430
1663804800000,2022-09-22,ACMBUSD,3.589,3.849,3.562,3.83,51516.0,192296.7296,1839
1663718400000,2022-09-21,ACMBUSD,3.649,3.767,3.5,3.592,31696.1,115007.8616,1111
1663632000000,2022-09-20,ACMBUSD,3.737,3.793,3.607,3.639,24342.2,89845.0511,874
1663545600000,2022-09-19,ACMBUSD,3.705,3.814,3.492,3.763,60356.0,221460.4684,1572
1663459200000,2022-09-18,ACMBUSD,3.986,4.099,3.664,3.697,70187.7,275877.0313,4525
1663372800000,2022-09-17,ACMBUSD,3.866,3.998,3.866,3.987,44786.9,176328.2839,4331
1663286400000,2022-09-16,ACMBUSD,3.751,3.98,3.664,3.867,81995.4,316186.433,4229
1663200000000,2022-09-15,ACMBUSD,3.931,3.945,3.667,3.755,87597.8,331021.5484,2676
1663113600000,2022-09-14,ACMBUSD,4.077,4.16,3.757,3.931,80802.1,321908.2908,2885
1663027200000,2022-09-13,ACMBUSD,4.238,4.32,3.99,4.084,132075.0,551158.0568,4889
1662940800000,2022-09-12,ACMBUSD,4.409,4.47,4.155,4.236,70687.3,303954.2224,2713
1662854400000,2022-09-11,ACMBUSD,4.302,4.575,4.251,4.421,140864.8,619003.0497,4885
1662768000000,2022-09-10,ACMBUSD,4.214,4.308,4.184,4.286,83693.5,355906.907,2330
1662681600000,2022-09-09,ACMBUSD,4.054,4.28,4.046,4.225,62062.6,260044.559,2167
1662595200000,2022-09-08,ACMBUSD,4.102,4.139,3.992,4.054,60880.6,246984.1282,1733
1662508800000,2022-09-07,ACMBUSD,3.966,4.146,3.925,4.094,95507.6,387234.0434,3138
1662422400000,2022-09-06,ACMBUSD,4.316,4.425,3.95,3.965,96754.8,406356.5545,3908
1662336000000,2022-09-05,ACMBUSD,4.414,4.463,4.29,4.307,69926.7,304981.2416,1938
1662249600000,2022-09-04,ACMBUSD,4.486,4.597,4.35,4.406,54223.0,239590.1054,1620
1662163200000,2022-09-03,ACMBUSD,4.405,4.7,4.34,4.486,256160.3,1159570.1224,6786
1662076800000,2022-09-02,ACMBUSD,4.3,4.49,4.15,4.405,119945.9,524527.5743,3362
1661990400000,2022-09-01,ACMBUSD,4.333,4.644,4.19,4.299,143024.8,623471.0822,3682
1661904000000,2022-08-31,ACMBUSD,4.109,4.565,4.103,4.333,258722.1,1140041.9918,5097
1661817600000,2022-08-30,ACMBUSD,4.17,4.37,4.036,4.1,121203.4,508351.3908,3538
1661731200000,2022-08-29,ACMBUSD,4.008,4.236,4.008,4.181,55891.2,229841.7521,1375
1661644800000,2022-08-28,ACMBUSD,4.208,4.565,3.986,3.987,156786.8,680510.5302,3349
1661558400000,2022-08-27,ACMBUSD,4.127,4.27,3.88,4.207,94296.9,384549.992,1941
1661472000000,2022-08-26,ACMBUSD,4.685,4.698,4.055,4.122,113261.0,508844.4047,2517
1661385600000,2022-08-25,ACMBUSD,4.897,5.021,4.676,4.685,105385.4,505519.4534,2389
1661299200000,2022-08-24,ACMBUSD,5.212,5.225,4.809,4.88,125144.7,625902.754,2934
1661212800000,2022-08-23,ACMBUSD,4.975,5.286,4.84,5.228,243855.9,1231417.9696,6141
1661126400000,2022-08-22,ACMBUSD,4.481,5.155,4.463,4.969,454989.2,2187363.3979,9368
1661040000000,2022-08-21,ACMBUSD,4.48,4.869,4.392,4.482,183591.5,852326.2686,4183
1660953600000,2022-08-20,ACMBUSD,4.7,5.094,4.35,4.472,354829.0,1651689.1114,9042
1660867200000,2022-08-19,ACMBUSD,4.65,5.324,4.3,4.7,789750.1,3786478.3913,19244
1660780800000,2022-08-18,ACMBUSD,4.14,5.555,4.082,4.639,1441221.7,7081433.314,37813
1660694400000,2022-08-17,ACMBUSD,4.18,4.332,4.052,4.14,99303.2,415325.791,2490
1660608000000,2022-08-16,ACMBUSD,4.132,4.262,4.069,4.176,71005.1,296532.7951,1902
1660521600000,2022-08-15,ACMBUSD,4.156,4.336,4.015,4.117,185932.6,776933.7046,4301
1660435200000,2022-08-14,ACMBUSD,4.089,4.24,3.997,4.148,143005.2,592424.5965,3438
1660348800000,2022-08-13,ACMBUSD,4.158,4.26,4.067,4.084,59432.2,245272.029,1381
1660262400000,2022-08-12,ACMBUSD,4.044,4.19,3.975,4.151,95836.6,391524.0114,2349
1660176000000,2022-08-11,ACMBUSD,4.05,4.12,4.02,4.042,42329.1,171769.3731,1081
1660089600000,2022-08-10,ACMBUSD,3.924,4.18,3.845,4.044,87509.0,351562.0417,1914
1660003200000,2022-08-09,ACMBUSD,4.045,4.087,3.82,3.926,52691.7,207227.852,1547
1659916800000,2022-08-08,ACMBUSD,4.058,4.152,4.03,4.044,47629.1,195227.6659,1247
1659830400000,2022-08-07,ACMBUSD,3.974,4.3,3.964,4.052,223392.9,927358.3024,4984
1659744000000,2022-08-06,ACMBUSD,3.94,4.129,3.902,3.974,68975.9,275913.4386,1535
1659657600000,2022-08-05,ACMBUSD,3.838,3.987,3.825,3.951,41090.2,161174.7096,1197
1659571200000,2022-08-04,ACMBUSD,3.98,4.059,3.765,3.839,74499.8,291191.9494,1850
1659484800000,2022-08-03,ACMBUSD,3.985,4.112,3.877,3.975,75582.5,301882.5209,1867
1659398400000,2022-08-02,ACMBUSD,3.924,4.198,3.768,3.988,256675.4,1023042.7452,7331
1659312000000,2022-08-01,ACMBUSD,3.7,4.1,3.61,3.932,234352.5,901594.0397,5513
1659225600000,2022-07-31,ACMBUSD,3.688,3.898,3.656,3.702,73148.2,277506.6387,2208
1659139200000,2022-07-30,ACMBUSD,3.802,4.095,3.635,3.688,225548.8,876316.3915,5152
1659052800000,2022-07-29,ACMBUSD,3.495,3.971,3.395,3.803,458731.0,1685965.5328,9984
1658966400000,2022-07-28,ACMBUSD,3.422,3.546,3.373,3.495,120556.7,417911.1481,2617
1658880000000,2022-07-27,ACMBUSD,3.263,3.581,3.201,3.415,281609.5,951098.7433,5053
1658793600000,2022-07-26,ACMBUSD,3.222,3.388,3.123,3.265,122480.6,397663.5916,2411
1658707200000,2022-07-25,ACMBUSD,3.262,3.388,3.232,3.232,119447.8,393759.3115,1999
1658620800000,2022-07-24,ACMBUSD,3.25,3.411,3.215,3.284,132767.6,441353.3421,1929
1658534400000,2022-07-23,ACMBUSD,3.259,3.305,3.201,3.232,63599.3,207320.1675,914
1658448000000,2022-07-22,ACMBUSD,3.326,3.68,3.23,3.261,141203.9,475331.4673,2725
1658361600000,2022-07-21,ACMBUSD,3.22,3.768,3.133,3.336,538687.1,1854131.6458,9198
1658275200000,2022-07-20,ACMBUSD,3.344,3.65,3.201,3.21,131829.2,441408.3643,2751
1658188800000,2022-07-19,ACMBUSD,3.312,3.406,3.225,3.339,152423.3,504703.7772,2722
1658102400000,2022-07-18,ACMBUSD,3.224,3.585,3.192,3.316,291957.4,990604.7865,5204
1658016000000,2022-07-17,ACMBUSD,3.413,3.49,3.201,3.224,177091.6,594454.5167,3069
1657929600000,2022-07-16,ACMBUSD,3.83,4.131,3.339,3.413,1637061.0,6067813.7413,26968
1657843200000,2022-07-15,ACMBUSD,2.8,7.412,2.782,3.83,5958770.9,28900235.1354,141029
1657756800000,2022-07-14,ACMBUSD,2.818,2.838,2.73,2.78,15276.8,42481.0061,334
1657670400000,2022-07-13,ACMBUSD,2.734,2.824,2.564,2.82,24789.9,67254.6199,489
1657584000000,2022-07-12,ACMBUSD,2.794,2.842,2.745,2.745,11504.9,32292.6945,170
1657497600000,2022-07-11,ACMBUSD,2.889,2.913,2.752,2.817,15480.4,44074.2969,308
1657411200000,2022-07-10,ACMBUSD,2.947,2.971,2.867,2.892,15932.1,46467.7034,372
1657324800000,2022-07-09,ACMBUSD,2.866,2.996,2.866,2.94,25499.4,75016.8293,456
1657238400000,2022-07-08,ACMBUSD,2.916,3.0,2.86,2.861,24990.7,73156.8499,593
1657152000000,2022-07-07,ACMBUSD,2.826,2.989,2.804,2.917,23506.0,67262.0551,486
1657065600000,2022-07-06,ACMBUSD,2.833,2.892,2.792,2.832,31213.9,88226.5489,539
1656979200000,2022-07-05,ACMBUSD,2.866,2.899,2.767,2.812,24271.8,68930.1616,551
1656892800000,2022-07-04,ACMBUSD,2.823,2.888,2.772,2.86,28927.0,82119.8108,564
1656806400000,2022-07-03,ACMBUSD,2.794,2.861,2.75,2.82,23082.2,64774.9156,448
1656720000000,2022-07-02,ACMBUSD,2.807,2.893,2.745,2.794,30036.0,84491.7732,598
1656633600000,2022-07-01,ACMBUSD,2.803,2.888,2.731,2.775,27411.0,76351.3641,450
1656547200000,2022-06-30,ACMBUSD,2.866,2.918,2.735,2.811,30303.8,85091.599,598
1656460800000,2022-06-29,ACMBUSD,2.877,2.936,2.8,2.866,25391.2,72950.9414,427
1656374400000,2022-06-28,ACMBUSD,3.028,3.075,2.848,2.869,17549.3,52330.8675,385
1656288000000,2022-06-27,ACMBUSD,2.982,3.099,2.913,3.0,26622.4,80444.3367,534
1656201600000,2022-06-26,ACMBUSD,3.081,3.114,2.95,2.95,33919.6,103281.5797,533
1656115200000,2022-06-25,ACMBUSD,3.164,3.218,3.02,3.082,56898.2,177737.2595,1029
1656028800000,2022-06-24,ACMBUSD,3.011,3.27,2.983,3.184,62767.2,195343.3175,928
1655942400000,2022-06-23,ACMBUSD,2.895,3.067,2.895,2.98,39896.1,119435.1704,634
1655856000000,2022-06-22,ACMBUSD,2.982,3.046,2.853,2.911,47545.6,140160.9954,824
1655769600000,2022-06-21,ACMBUSD,2.89,3.082,2.866,2.982,49315.8,146651.8512,1117
1655683200000,2022-06-20,ACMBUSD,2.891,2.999,2.762,2.895,68048.9,195105.194,989
1655596800000,2022-06-19,ACMBUSD,2.81,2.903,2.706,2.86,77197.3,217010.5268,1015
1655510400000,2022-06-18,ACMBUSD,2.938,3.006,2.682,2.809,69925.9,197618.4312,1043
1655424000000,2022-06-17,ACMBUSD,2.866,3.049,2.837,2.928,21506.4,63348.6481,512
1655337600000,2022-06-16,ACMBUSD,3.026,3.054,2.774,2.834,37531.5,110278.4094,825
1655251200000,2022-06-15,ACMBUSD,2.988,3.062,2.67,3.007,82728.7,238533.3292,1739
1655164800000,2022-06-14,ACMBUSD,3.116,3.185,2.913,2.985,112467.9,344419.2057,1913
1655078400000,2022-06-13,ACMBUSD,3.112,3.264,2.922,3.105,126569.0,393246.2784,2428
1654992000000,2022-06-12,ACMBUSD,3.465,3.545,2.949,3.107,115007.1,373619.8765,2545
1654905600000,2022-06-11,ACMBUSD,3.858,3.968,3.401,3.457,54846.2,201845.24,1596
1654819200000,2022-06-10,ACMBUSD,4.061,4.175,3.691,3.844,138853.2,544222.3769,2973
1654732800000,2022-06-09,ACMBUSD,3.668,4.865,3.634,4.051,1169982.0,5115967.3742,25869
1654646400000,2022-06-08,ACMBUSD,3.542,4.089,3.45,3.683,197505.3,739770.0758,4416
1654560000000,2022-06-07,ACMBUSD,3.581,3.727,3.501,3.532,90092.7,326569.804,1957
1654473600000,2022-06-06,ACMBUSD,3.528,3.79,3.524,3.604,79648.8,289287.3452,1634
1654387200000,2022-06-05,ACMBUSD,3.668,3.889,3.508,3.513,96361.9,353336.0665,1716
1654300800000,2022-06-04,ACMBUSD,3.418,4.119,3.418,3.668,334189.2,1258536.9183,7003
1654214400000,2022-06-03,ACMBUSD,3.504,3.563,3.325,3.408,31544.5,108172.8955,763
1654128000000,2022-06-02,ACMBUSD,3.693,3.713,3.414,3.504,176039.7,624171.0357,3317
1654041600000,2022-06-01,ACMBUSD,3.335,4.25,3.263,3.68,695977.6,2599401.1455,13644
1653955200000,2022-05-31,ACMBUSD,3.405,3.494,3.256,3.337,57932.3,194760.9837,1562
1653868800000,2022-05-30,ACMBUSD,3.325,3.517,3.29,3.406,60741.6,207098.5857,1381
1653782400000,2022-05-29,ACMBUSD,3.316,3.477,3.234,3.31,31664.6,104770.3513,732
1653696000000,2022-05-28,ACMBUSD,3.35,3.683,3.247,3.321,119609.4,408681.1858,2376
1653609600000,2022-05-27,ACMBUSD,3.298,3.468,2.924,3.34,100230.4,319777.4739,1862
1653523200000,2022-05-26,ACMBUSD,3.803,3.919,3.26,3.28,80872.2,283842.4058,1775
1653436800000,2022-05-25,ACMBUSD,3.666,4.512,3.59,3.79,362098.3,1450184.0747,7770
1653350400000,2022-05-24,ACMBUSD,3.774,3.863,3.51,3.666,143823.7,533280.7142,3681
1653264000000,2022-05-23,ACMBUSD,4.297,4.766,3.764,3.794,508315.0,2209017.983,13791
1653177600000,2022-05-22,ACMBUSD,5.565,5.597,4.101,4.311,599170.4,2872104.2244,14124
1653091200000,2022-05-21,ACMBUSD,5.75,5.89,5.301,5.565,94939.9,525750.6463,2858
1653004800000,2022-05-20,ACMBUSD,5.266,5.785,5.06,5.703,161561.7,882782.5146,4272
1652918400000,2022-05-19,ACMBUSD,4.621,5.666,4.419,5.232,237402.2,1197218.2295,6321
1652832000000,2022-05-18,ACMBUSD,4.116,5.6,4.114,4.621,738197.4,3678927.4211,16996
1652745600000,2022-05-17,ACMBUSD,3.384,4.3,3.384,4.114,209846.8,823015.3191,5391
1652659200000,2022-05-16,ACMBUSD,3.631,3.631,3.309,3.379,24579.8,84120.3425,879
1652572800000,2022-05-15,ACMBUSD,3.719,4.1,3.414,3.652,126322.3,473581.1128,3616
1652486400000,2022-05-14,ACMBUSD,3.502,3.852,3.25,3.751,54594.3,194110.7612,1573
1652400000000,2022-05-13,ACMBUSD,2.673,4.307,2.619,3.511,105898.2,385106.5686,3016
1652313600000,2022-05-12,ACMBUSD,2.631,2.88,1.9,2.673,42427.8,105199.7405,837
1652227200000,2022-05-11,ACMBUSD,4.132,4.35,2.496,2.604,72283.4,239014.2688,1459
1652140800000,2022-05-10,ACMBUSD,4.052,4.489,3.818,4.117,22133.7,94481.1756,710
1652054400000,2022-05-09,ACMBUSD,5.051,5.08,4.015,4.067,35135.5,161687.3416,1055
1651968000000,2022-05-08,ACMBUSD,5.313,5.821,4.873,5.046,147055.9,791897.1707,4219
1651881600000,2022-05-07,ACMBUSD,5.221,5.463,5.166,5.307,43403.8,232334.0069,1044
1651795200000,2022-05-06,ACMBUSD,5.341,6.52,4.95,5.185,144012.0,818732.5546,4679
1651708800000,2022-05-05,ACMBUSD,5.767,5.863,5.035,5.328,32434.8,178564.9877,1172
1651622400000,2022-05-04,ACMBUSD,5.403,5.848,5.322,5.781,40335.9,223254.3066,1214
1651536000000,2022-05-03,ACMBUSD,5.686,5.768,5.346,5.395,20008.2,111060.1613,684
1651449600000,2022-05-02,ACMBUSD,5.667,5.783,5.54,5.709,38728.2,218918.2347,1277
1651363200000,2022-05-01,ACMBUSD,6.229,6.627,5.524,5.69,99127.9,613722.5249,3984
1651276800000,2022-04-30,ACMBUSD,6.525,6.89,6.142,6.256,47695.5,313674.5291,1976
1651190400000,2022-04-29,ACMBUSD,6.371,6.783,6.283,6.504,98022.9,634561.5113,2996
1651104000000,2022-04-28,ACMBUSD,6.728,7.628,6.224,6.345,860714.6,5855217.4163,22749
1651017600000,2022-04-27,ACMBUSD,4.729,7.775,4.705,6.747,646692.8,4183778.6907,15770
1650931200000,2022-04-26,ACMBUSD,4.938,5.384,4.651,4.71,21331.7,106950.2673,833
1650844800000,2022-04-25,ACMBUSD,5.181,5.181,4.674,4.933,40364.4,197313.0827,1219
1650758400000,2022-04-24,ACMBUSD,5.564,5.65,4.957,5.191,74846.1,393036.6096,2046
1650672000000,2022-04-23,ACMBUSD,5.918,6.18,5.563,5.563,32251.9,190180.75,1123
1650585600000,2022-04-22,ACMBUSD,5.873,6.2,5.839,5.98,37842.6,225863.5567,915
1650499200000,2022-04-21,ACMBUSD,5.936,6.288,5.856,5.866,29426.8,176657.3802,1233
1650412800000,2022-04-20,ACMBUSD,6.047,6.078,5.872,5.935,17375.2,103856.0229,642
1650326400000,2022-04-19,ACMBUSD,6.11,6.741,5.975,6.028,44190.8,277881.8734,1758
1650240000000,2022-04-18,ACMBUSD,6.045,6.217,5.669,6.16,18830.3,111424.2806,723
1650153600000,2022-04-17,ACMBUSD,6.207,6.327,5.999,6.101,9609.5,59324.4113,408
1650067200000,2022-04-16,ACMBUSD,6.287,6.392,6.164,6.23,16615.5,103931.4772,615
1649980800000,2022-04-15,ACMBUSD,6.213,6.716,6.113,6.291,65932.3,419730.0961,2364
1649894400000,2022-04-14,ACMBUSD,6.067,6.285,5.903,6.239,15063.4,91706.8593,668
1649808000000,2022-04-13,ACMBUSD,5.994,6.226,5.915,6.063,15147.2,92008.0354,565
1649721600000,2022-04-12,ACMBUSD,5.848,6.069,5.801,6.037,20375.3,121290.3144,664
1649635200000,2022-04-11,ACMBUSD,6.363,6.368,5.813,5.876,41141.0,251710.4314,1320
1649548800000,2022-04-10,ACMBUSD,6.82,7.388,6.319,6.384,74181.5,506342.1169,2999
1649462400000,2022-04-09,ACMBUSD,6.469,7.096,6.469,6.851,21895.8,148168.6735,834
1649376000000,2022-04-08,ACMBUSD,6.939,7.027,6.454,6.469,23776.9,159456.7958,853
1649289600000,2022-04-07,ACMBUSD,6.761,7.439,6.638,6.925,64401.2,457972.2021,1766
1649203200000,2022-04-06,ACMBUSD,7.185,7.271,6.705,6.747,34958.8,244189.9667,1050
1649116800000,2022-04-05,ACMBUSD,7.713,7.828,7.07,7.218,61282.1,460222.5442,2409
1649030400000,2022-04-04,ACMBUSD,8.607,8.97,7.554,7.711,50315.0,413522.9874,2437
1648944000000,2022-04-03,ACMBUSD,9.067,9.144,8.055,8.572,34466.2,300976.1056,1446
1648857600000,2022-04-02,ACMBUSD,8.791,9.408,8.612,9.068,36500.1,329842.2339,1837
1648771200000,2022-04-01,ACMBUSD,8.288,8.96,7.889,8.77,46940.6,391606.3559,2289
1648684800000,2022-03-31,ACMBUSD,7.076,8.68,7.076,8.138,145808.5,1176806.2361,5808
1648598400000,2022-03-30,ACMBUSD,7.251,7.351,6.938,7.085,40805.0,290143.16,2004
1648512000000,2022-03-29,ACMBUSD,6.38,7.722,6.264,7.208,215531.3,1483067.9187,5917
1648425600000,2022-03-28,ACMBUSD,6.019,6.48,5.996,6.348,28457.8,178662.7591,1305
1648339200000,2022-03-27,ACMBUSD,5.969,6.197,5.946,6.02,28828.3,174351.3774,1139
1648252800000,2022-03-26,ACMBUSD,5.996,6.382,5.9,5.975,59875.6,367799.4379,2221
1648166400000,2022-03-25,ACMBUSD,5.482,6.5,5.422,5.996,144893.3,870253.5754,5120
1648080000000,2022-03-24,ACMBUSD,5.471,5.613,5.425,5.498,30406.3,166971.3953,902
1647993600000,2022-03-23,ACMBUSD,5.555,5.679,5.3,5.465,72379.0,395936.6882,2080
1647907200000,2022-03-22,ACMBUSD,5.016,7.11,4.931,5.555,647357.3,3838296.9839,14234
1647820800000,2022-03-21,ACMBUSD,4.958,5.07,4.852,4.993,20433.1,101236.2476,702
1647734400000,2022-03-20,ACMBUSD,4.874,5.125,4.839,4.987,27863.5,138566.7457,875
1647648000000,2022-03-19,ACMBUSD,4.822,5.162,4.791,4.874,33825.1,166654.1097,1222
1647561600000,2022-03-18,ACMBUSD,4.824,4.953,4.695,4.824,36724.4,176308.379,1134
1647475200000,2022-03-17,ACMBUSD,4.675,4.937,4.603,4.84,34440.8,163327.2057,1532
1647388800000,2022-03-16,ACMBUSD,4.462,4.778,4.421,4.669,41616.9,192010.9417,1806
1647302400000,2022-03-15,ACMBUSD,4.54,4.713,4.426,4.462,66178.5,300223.724,2063
1647216000000,2022-03-14,ACMBUSD,4.828,5.435,4.453,4.54,112343.1,549031.9307,3194
1647129600000,2022-03-13,ACMBUSD,4.458,5.779,4.399,4.826,517282.0,2682947.2248,11151
1647043200000,2022-03-12,ACMBUSD,4.319,5.144,4.315,4.456,198628.6,930260.5648,4038
1646956800000,2022-03-11,ACMBUSD,4.102,4.695,4.046,4.343,100590.6,438634.7996,2744
1646870400000,2022-03-10,ACMBUSD,4.27,4.27,4.046,4.139,14701.3,61065.198,358
1646784000000,2022-03-09,ACMBUSD,4.227,4.385,4.227,4.272,15197.8,65499.1808,426
1646697600000,2022-03-08,ACMBUSD,4.228,4.395,4.195,4.222,15047.5,64349.5895,421
1646611200000,2022-03-07,ACMBUSD,4.3,4.407,4.178,4.255,12200.2,52655.0569,487
1646524800000,2022-03-06,ACMBUSD,4.513,4.568,4.234,4.3,19551.6,85999.7,809
1646438400000,2022-03-05,ACMBUSD,4.44,4.647,4.418,4.514,31731.1,143856.696,1185
1646352000000,2022-03-04,ACMBUSD,4.429,4.774,4.351,4.459,34131.7,155364.0823,1553
1646265600000,2022-03-03,ACMBUSD,4.546,4.576,4.364,4.428,13969.8,62358.1083,555
1646179200000,2022-03-02,ACMBUSD,4.508,4.713,4.436,4.543,21800.4,99279.1845,822
1646092800000,2022-03-01,ACMBUSD,4.573,4.691,4.486,4.508,30438.9,139074.2365,1114
1646006400000,2022-02-28,ACMBUSD,4.044,5.098,4.014,4.571,229227.6,1061758.6076,5501
1645920000000,2022-02-27,ACMBUSD,4.045,4.845,3.947,4.061,66810.4,288920.6008,1771
1645833600000,2022-02-26,ACMBUSD,4.112,4.189,4.027,4.045,15895.3,65458.4216,327
1645747200000,2022-02-25,ACMBUSD,3.931,4.189,3.89,4.098,13037.7,52738.1237,445
1645660800000,2022-02-24,ACMBUSD,4.12,4.153,3.569,3.949,14362.7,53996.9647,514
1645574400000,2022-02-23,ACMBUSD,4.163,4.369,4.108,4.169,9416.5,39681.0225,382
1645488000000,2022-02-22,ACMBUSD,4.017,4.328,3.956,4.161,24983.3,103587.7183,615
1645401600000,2022-02-21,ACMBUSD,4.226,4.41,4.021,4.021,9954.6,41696.3318,420
1645315200000,2022-02-20,ACMBUSD,4.475,4.598,4.114,4.235,27215.5,117979.0698,812
1645228800000,2022-02-19,ACMBUSD,4.732,4.836,4.398,4.475,11482.1,52576.8156,412
1645142400000,2022-02-18,ACMBUSD,4.573,4.956,4.573,4.718,24682.9,118450.0824,789
1645056000000,2022-02-17,ACMBUSD,4.8,5.007,4.563,4.563,8494.2,40883.3989,443
1644969600000,2022-02-16,ACMBUSD,4.781,4.969,4.622,4.805,13351.7,63716.5354,490
1644883200000,2022-02-15,ACMBUSD,4.64,5.139,4.64,4.776,16322.9,78611.2215,587
1644796800000,2022-02-14,ACMBUSD,4.645,4.769,4.52,4.658,12931.9,60022.8269,431
1644710400000,2022-02-13,ACMBUSD,4.799,5.6,4.593,4.682,133021.3,677544.7689,3731
1644624000000,2022-02-12,ACMBUSD,4.429,4.95,4.392,4.799,18222.0,86074.8562,579
1644537600000,2022-02-11,ACMBUSD,4.622,4.816,4.423,4.477,7121.4,33000.9602,321
1644451200000,2022-02-10,ACMBUSD,4.813,4.896,4.545,4.595,10823.2,51194.0589,528
1644364800000,2022-02-09,ACMBUSD,4.593,5.179,4.494,4.816,68762.1,326303.4405,5153
1644278400000,2022-02-08,ACMBUSD,4.566,4.648,4.39,4.565,22386.8,101596.1456,1832
1644192000000,2022-02-07,ACMBUSD,4.528,4.625,4.46,4.602,10897.6,49466.4011,392
1644105600000,2022-02-06,ACMBUSD,4.524,4.724,4.452,4.525,23783.5,107424.7177,539
1644019200000,2022-02-05,ACMBUSD,4.355,4.852,4.262,4.532,24775.1,111851.2273,835
1643932800000,2022-02-04,ACMBUSD,4.149,4.41,4.124,4.355,13220.2,56384.8706,447
1643846400000,2022-02-03,ACMBUSD,3.978,4.189,3.939,4.146,4303.9,17587.2506,216
1643760000000,2022-02-02,ACMBUSD,4.217,4.284,3.942,3.99,9839.4,39845.5874,296
1643673600000,2022-02-01,ACMBUSD,4.115,4.319,4.058,4.289,9177.9,38269.4412,336
1643587200000,2022-01-31,ACMBUSD,4.067,4.132,3.907,4.118,6413.3,25698.9492,267
1643500800000,2022-01-30,ACMBUSD,4.025,4.486,4.0,4.111,19792.9,82699.2233,636
1643414400000,2022-01-29,ACMBUSD,3.948,4.101,3.9,4.039,5404.9,21556.1285,176
1643328000000,2022-01-28,ACMBUSD,3.913,4.067,3.754,3.902,15773.0,61279.9764,619
1643241600000,2022-01-27,ACMBUSD,3.76,4.177,3.669,3.891,36365.7,141231.8942,1452
1643155200000,2022-01-26,ACMBUSD,3.769,4.01,3.693,3.76,13260.0,50735.3221,393
1643068800000,2022-01-25,ACMBUSD,3.699,3.916,3.626,3.804,10738.0,40157.1471,281
1642982400000,2022-01-24,ACMBUSD,3.83,3.83,3.349,3.702,13822.3,48947.503,408
